7.0474,0.0011925,0.5211100000000001,-0.00047341,0.00034595,0.0022212,-0.70345,0.0021651,-4.712e-06,-0.69142
3.1704,0.0011721,2.7404,5.9501000000000005e-05,2.5297e-05,0.0022606,-0.7238799999999999,0.0022306,-1.1548e-05,-0.68761
7.9961,0.0018691,7.9771,7.4516e-05,-3.2609e-05,0.0029383000000000005,-0.50422,0.0028704,2.0884e-06,-0.49386
3.6475,0.0013399,0.47213,-0.00013007,-0.00015859999999999995,0.0021689,-0.7255399999999999,0.0021592,1.3162e-06,-0.71437
4.3098,0.0014174,3.8099,0.00014068,0.00043447,0.0024601,-0.65181,0.0025078,1.6039e-05,-0.6482899999999999
5.3579,0.0008339899999999998,7.802,-0.00015632,-2.9457e-05,0.0014967,-0.81593,0.0014422,-5.1137e-07,-0.8335899999999998
10.685,0.0011439,3.7259,0.00024176,-0.00014411,0.0022414,-0.7236,0.0022311999999999996,5.3213e-06,-0.66003
7.9806,0.0012491,1.7882,0.00010205,0.00017398,0.0021723,-0.72607,0.0022714,3.0114e-06,-0.68774
3.0859,0.00026403,2.3982,5.6441e-07,1.2924e-06,0.00076944,-0.64031,0.00076147,-5.3448e-07,-0.65427
3.0117,0.00052088,10.048,5.157300000000001e-06,-3.5987e-05,0.0010557,-0.70281,0.0011043,-5.03e-06,-0.60447
7.844699999999999,0.00058524,0.8612799999999998,-1.4356e-05,-2.9269e-05,0.0011033,-0.74523,0.0011519,-7.3584e-06,-0.68679
23.921,0.00026653,8.103899999999998,-2.3234e-05,3.4617e-06,0.00077109,-0.5904699999999999,0.00076495,-2.0501e-07,-0.65466
1.2001,0.001545,6.0018,0.00011152,0.00016032,0.0025978000000000004,-0.63193,0.0025671,1.8699e-05,-0.65433
7.7157,0.0011884,0.091255,7.4337e-05,-0.00033650000000000005,0.0021711,-0.69658,0.0021717,4.8213e-06,-0.68615
2.5984,0.0011551999999999999,0.37122,-4.1311e-05,3.5804e-05,0.002202,-0.66193,0.0022296,-7.449600000000002e-07,-0.67603
22.976,0.00050183,16.070999999999994,1.4893999999999999e-06,-7.3133e-06,0.00080205,-0.45532,0.00081644,3.912e-06,-0.46412
6.2255,0.0012392999999999998,4.4013,-0.00033687,2.8321e-05,0.002198,-0.73839,0.0021787,-7.5884e-06,-0.71118
3.17,0.0011759,3.1213,3.1352e-05,0.00031412,0.002284,-0.63549,0.0023098000000000003,-2.2461e-05,-0.6973699999999999
12.742,0.00053503,2.4103,4.3752e-05,5.4315e-06,0.0010531,-0.65963,0.0010789,5.3684e-06,-0.62084
19.336,0.00051823,6.6858,-9.8845e-05,-4.0125e-05,0.0011256999999999999,-0.64345,0.0010741,-5.282100000000001e-06,-0.75701
8.5335,0.0010098,17.27,0.00012319999999999999,-2.1533e-05,0.0013878,-0.8387799999999999,0.0014330999999999999,-5.0607e-06,-0.8113199999999998
12.364,0.0026234,11.595999999999998,0.00040288,-0.00019828,0.0030349,-0.53859,0.0029731,-3.4271e-05,-0.52874
11.008,0.00083095,16.065,7.9358e-05,2.2039e-05,0.0014202,-0.7884299999999999,0.0013109000000000003,-9.837900000000002e-07,-0.7874
4.4855,0.0018422,6.9175,-8.711399999999998e-05,-0.00010218,0.0029687,-0.52107,0.0029775,5.1255e-06,-0.51441
4.9268,0.00058044,2.2859,8.620700000000001e-05,9.8947e-05,0.0011235,-0.66489,0.0010669,-6.8818e-06,-0.65968
3.4401,0.00024167,17.007,4.5727e-06,-1.4427e-05,0.0007955,-0.56585,0.00079327,-8.052399999999999e-07,-0.62122
14.505,0.00073463,14.700999999999999,0.00016846,2.6876e-05,0.0014718,-0.81547,0.0014025,-1.1115999999999999e-06,-0.8806299999999998
18.881,0.00052394,15.033,-6.366899999999999e-05,0.00034807,0.00081443,-0.45959,0.0008162799999999998,-3.7186e-06,-0.44231
9.486300000000002,0.0015647999999999999,2.7342,0.00013133,5.1791000000000006e-05,0.0026185,-0.63873,0.0026051,-2.22e-05,-0.62417
2.8692,0.0011685999999999999,1.0677,-0.00031761,-0.00016229,0.0022572,-0.7096100000000001,0.0022138,-1.2857e-05,-0.6747
3.3965,0.0021307,0.99508,-0.0003699,0.0004539,0.0026258,-0.53479,0.0027075,-4.1715e-05,-0.6274
9.3351,0.0012335,1.2496,-5.5175e-05,-0.00076932,0.0022524,-0.7145,0.0021972,-2.004e-05,-0.6806
4.1597,0.00023617,3.7537,6.8835e-06,1.3425e-05,0.00076692,-0.58103,0.0007754199999999999,1.2731e-06,-0.6462600000000001
6.0398,0.0011362,2.5610000000000004,6.5744e-05,8.559499999999998e-05,0.0022434,-0.7175600000000001,0.0021933000000000005,5.7139e-06,-0.71082
27.266,0.00027913,12.184,-9.8688e-06,1.5506e-05,0.00080435,-0.46339,0.00081348,5.073100000000002e-07,-0.47718
